MEASURE	Measure	REGIONTYPE	Region Type	ASGS_2011	Region	FREQUENCY	Frequency	TIME	Time	Value	Flag Codes	Flags
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	127021514	Edensor Park	A	Annual	2016	2016	10404		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	127021515	Fairfield	A	Annual	2016	2016	19059		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	127021516	Fairfield - West	A	Annual	2016	2016	19622		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	127021517	Greenfield Park - Prairiewood	A	Annual	2016	2016	8520		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	127021518	Horsley Park - Kemps Creek	A	Annual	2016	2016	4804		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	127021519	Smithfield - Wetherill Park	A	Annual	2016	2016	18825		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	127021520	St Johns Park - Wakeley	A	Annual	2016	2016	11548		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	127021521	Wetherill Park Industrial	A	Annual	2016	2016	27		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	127031522	Casula	A	Annual	2016	2016	16838		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	127031523	Chipping Norton - Moorebank	A	Annual	2016	2016	18387		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	127031524	Holsworthy - Wattle Grove	A	Annual	2016	2016	21336		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	127031525	Liverpool - Warwick Farm	A	Annual	2016	2016	33931		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	127031526	Prestons - Lurnea	A	Annual	2016	2016	30427		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	128011527	Caringbah - Lilli Pilli	A	Annual	2016	2016	27925		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	128011528	Cronulla - Kurnell - Bundeena	A	Annual	2016	2016	32688		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	128011529	Gymea - Grays Point	A	Annual	2016	2016	18068		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	128011530	Miranda - Yowie Bay	A	Annual	2016	2016	19159		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	128011531	Sylvania - Taren Point	A	Annual	2016	2016	16481		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	128021532	Engadine - Loftus	A	Annual	2016	2016	29147		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	128021533	Heathcote - Waterfall	A	Annual	2016	2016	6749		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	128021534	Illawong - Alfords Point	A	Annual	2016	2016	11252		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	128021535	Menai - Lucas Heights - Woronora	A	Annual	2016	2016	21815		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	128021536	Oyster Bay - Como - Jannali	A	Annual	2016	2016	22079		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	128021537	Royal National Park	A	Annual	2016	2016	18		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	128021538	Sutherland - Kirrawee	A	Annual	2016	2016	21328		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	197979799	Migratory - Offshore - Shipping (NSW)	A	Annual	2016	2016	0		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	199999499	No usual address (NSW)	A	Annual	2016	2016	0		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	201011001	Alfredton	A	Annual	2016	2016	10920		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	201011002	Ballarat	A	Annual	2016	2016	12440		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	201011003	Ballarat - North	A	Annual	2016	2016	24233		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	201011004	Ballarat - South	A	Annual	2016	2016	25428		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	201011005	Buninyong	A	Annual	2016	2016	7330		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	201011006	Delacombe	A	Annual	2016	2016	6987		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	201011007	Smythes Creek	A	Annual	2016	2016	4066		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	201011008	Wendouree - Miners Rest	A	Annual	2016	2016	14892		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	201021009	Bacchus Marsh Region	A	Annual	2016	2016	6038		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	201021010	Creswick - Clunes	A	Annual	2016	2016	7561		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	201021011	Daylesford	A	Annual	2016	2016	8923		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	201021012	Gordon (Vic.)	A	Annual	2016	2016	5630		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	201031013	Avoca	A	Annual	2016	2016	3243		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	201031014	Beaufort	A	Annual	2016	2016	4179		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	201031015	Golden Plains - North	A	Annual	2016	2016	4238		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	201031016	Maryborough (Vic.)	A	Annual	2016	2016	7791		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	201031017	Maryborough Region	A	Annual	2016	2016	5030		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	202011018	Bendigo	A	Annual	2016	2016	14904		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	202011019	California Gully - Eaglehawk	A	Annual	2016	2016	11605		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	202011020	East Bendigo - Kennington	A	Annual	2016	2016	13701		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	202011021	Flora Hill - Spring Gully	A	Annual	2016	2016	9398		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	202011022	Kangaroo Flat - Golden Square	A	Annual	2016	2016	19958		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	202011023	Maiden Gully	A	Annual	2016	2016	5226		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	202011024	Strathfieldsaye	A	Annual	2016	2016	8709		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	202011025	White Hills - Ascot	A	Annual	2016	2016	11107		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	202021026	Bendigo Region - South	A	Annual	2016	2016	7235		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	202021027	Castlemaine	A	Annual	2016	2016	10415		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	202021028	Castlemaine Region	A	Annual	2016	2016	8418		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	202021029	Heathcote	A	Annual	2016	2016	4293		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	202021030	Kyneton	A	Annual	2016	2016	9512		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	202021031	Woodend	A	Annual	2016	2016	6917		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	202031032	Bendigo Region - North	A	Annual	2016	2016	4319		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	202031033	Loddon	A	Annual	2016	2016	6873		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203011034	Bannockburn	A	Annual	2016	2016	6116		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203011035	Golden Plains - South	A	Annual	2016	2016	6935		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203011036	Winchelsea	A	Annual	2016	2016	5708		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203021037	Belmont	A	Annual	2016	2016	14360		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203021038	Corio - Norlane	A	Annual	2016	2016	26885		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203021039	Geelong	A	Annual	2016	2016	12842		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203021040	Geelong West - Hamlyn Heights	A	Annual	2016	2016	19985		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203021041	Grovedale	A	Annual	2016	2016	23829		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203021042	Highton	A	Annual	2016	2016	22242		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203021043	Lara	A	Annual	2016	2016	17990		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203021044	Leopold	A	Annual	2016	2016	12464		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203021045	Newcomb - Moolap	A	Annual	2016	2016	15077		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203021046	Newtown (Vic.)	A	Annual	2016	2016	10502		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203021047	North Geelong - Bell Park	A	Annual	2016	2016	15264		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203031048	Clifton Springs	A	Annual	2016	2016	13255		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203031049	Lorne - Anglesea	A	Annual	2016	2016	4914		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203031050	Ocean Grove - Barwon Heads	A	Annual	2016	2016	22447		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203031051	Portarlington	A	Annual	2016	2016	7358		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203031052	Queenscliff	A	Annual	2016	2016	4167		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	203031053	Torquay	A	Annual	2016	2016	18955		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204011054	Alexandra	A	Annual	2016	2016	6429		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204011055	Euroa	A	Annual	2016	2016	6114		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204011056	Kilmore - Broadford	A	Annual	2016	2016	13568		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204011057	Mansfield (Vic.)	A	Annual	2016	2016	8624		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204011058	Nagambie	A	Annual	2016	2016	3863		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204011059	Seymour	A	Annual	2016	2016	6364		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204011060	Seymour Region	A	Annual	2016	2016	4495		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204011061	Upper Yarra Valley	A	Annual	2016	2016	221		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204011062	Yea	A	Annual	2016	2016	3516		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204021063	Benalla	A	Annual	2016	2016	10149		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204021064	Benalla Region	A	Annual	2016	2016	3340		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204021065	Rutherglen	A	Annual	2016	2016	3762		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204021066	Wangaratta	A	Annual	2016	2016	18540		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204021067	Wangaratta Region	A	Annual	2016	2016	8959		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204031068	Beechworth	A	Annual	2016	2016	4426		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204031069	Bright - Mount Beauty	A	Annual	2016	2016	7848		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204031070	Chiltern - Indigo Valley	A	Annual	2016	2016	2911		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204031071	Myrtleford	A	Annual	2016	2016	4524		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204031072	Towong	A	Annual	2016	2016	5773		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204031073	West Wodonga	A	Annual	2016	2016	15213		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204031074	Wodonga	A	Annual	2016	2016	24036		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	204031075	Yackandandah	A	Annual	2016	2016	4524		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205011076	Drouin	A	Annual	2016	2016	16143		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205011077	Mount Baw Baw Region	A	Annual	2016	2016	5989		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205011078	Trafalgar (Vic.)	A	Annual	2016	2016	7595		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205011079	Warragul	A	Annual	2016	2016	18475		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205021080	Alps - East	A	Annual	2016	2016	0		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205021081	Bairnsdale	A	Annual	2016	2016	14487		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205021082	Bruthen - Omeo	A	Annual	2016	2016	7461		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205021083	Lake King	A	Annual	2016	2016	0		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205021084	Lakes Entrance	A	Annual	2016	2016	10100		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205021085	Orbost	A	Annual	2016	2016	6356		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205021086	Paynesville	A	Annual	2016	2016	6237		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205031087	Foster	A	Annual	2016	2016	8181		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205031088	French Island	A	Annual	2016	2016	113		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205031089	Korumburra	A	Annual	2016	2016	9032		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205031090	Leongatha	A	Annual	2016	2016	11037		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205031091	Phillip Island	A	Annual	2016	2016	10422		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205031092	Wilsons Promontory	A	Annual	2016	2016	14		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205031093	Wonthaggi - Inverloch	A	Annual	2016	2016	22260		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205041094	Churchill	A	Annual	2016	2016	11918		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205041095	Moe - Newborough	A	Annual	2016	2016	16267		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205041096	Morwell	A	Annual	2016	2016	13979		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205041097	Traralgon	A	Annual	2016	2016	27185		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205041098	Yallourn North - Glengarry	A	Annual	2016	2016	4488		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205051099	Alps - West	A	Annual	2016	2016	29		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205051100	Longford - Loch Sport	A	Annual	2016	2016	3889		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205051101	Maffra	A	Annual	2016	2016	13530		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205051102	Rosedale	A	Annual	2016	2016	4736		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205051103	Sale	A	Annual	2016	2016	14825		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	205051104	Yarram	A	Annual	2016	2016	5158		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206011105	Brunswick	A	Annual	2016	2016	26575		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206011106	Brunswick East	A	Annual	2016	2016	11325		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206011107	Brunswick West	A	Annual	2016	2016	14734		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206011108	Coburg	A	Annual	2016	2016	28116		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206011109	Pascoe Vale South	A	Annual	2016	2016	10479		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206021110	Alphington - Fairfield	A	Annual	2016	2016	9131		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206021111	Northcote	A	Annual	2016	2016	26342		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206021112	Thornbury	A	Annual	2016	2016	19576		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206031113	Ascot Vale	A	Annual	2016	2016	15589		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206031114	Essendon - Aberfeldie	A	Annual	2016	2016	28171		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206031115	Flemington	A	Annual	2016	2016	10036		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206031116	Moonee Ponds	A	Annual	2016	2016	14948		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206041117	Carlton	A	Annual	2016	2016	19259		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206041118	Docklands	A	Annual	2016	2016	10049		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206041119	East Melbourne	A	Annual	2016	2016	5511		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206041120	Flemington Racecourse	A	Annual	2016	2016	86		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206041121	Kensington	A	Annual	2016	2016	11166		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206041122	Melbourne	A	Annual	2016	2016	35447		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206041123	North Melbourne	A	Annual	2016	2016	20744		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206041124	Parkville	A	Annual	2016	2016	7508		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206041125	South Yarra - West	A	Annual	2016	2016	7122		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206041126	Southbank	A	Annual	2016	2016	19427		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206041127	West Melbourne	A	Annual	2016	2016	0		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206051128	Albert Park	A	Annual	2016	2016	16600		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206051129	Elwood	A	Annual	2016	2016	16844		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206051130	Port Melbourne	A	Annual	2016	2016	17106		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206051131	Port Melbourne Industrial	A	Annual	2016	2016	15		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206051132	South Melbourne	A	Annual	2016	2016	12706		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206051133	St Kilda	A	Annual	2016	2016	27504		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206051134	St Kilda East	A	Annual	2016	2016	17712		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206061135	Armadale	A	Annual	2016	2016	9935		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206061136	Prahran - Windsor	A	Annual	2016	2016	21408		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206061137	South Yarra - East	A	Annual	2016	2016	21427		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206061138	Toorak	A	Annual	2016	2016	14129		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206071139	Abbotsford	A	Annual	2016	2016	8110		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206071140	Carlton North - Princes Hill	A	Annual	2016	2016	9175		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206071141	Collingwood	A	Annual	2016	2016	8800		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206071142	Fitzroy	A	Annual	2016	2016	11531		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206071143	Fitzroy North	A	Annual	2016	2016	13187		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206071144	Richmond (Vic.)	A	Annual	2016	2016	31969		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	206071145	Yarra - North	A	Annual	2016	2016	9329		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207011146	Ashburton (Vic.)	A	Annual	2016	2016	8527		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207011147	Balwyn	A	Annual	2016	2016	16984		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207011148	Balwyn North	A	Annual	2016	2016	21427		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207011149	Camberwell	A	Annual	2016	2016	22336		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207011150	Glen Iris - East	A	Annual	2016	2016	17229		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207011151	Hawthorn	A	Annual	2016	2016	24320		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207011152	Hawthorn East	A	Annual	2016	2016	16120		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207011153	Kew	A	Annual	2016	2016	26185		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207011154	Kew East	A	Annual	2016	2016	6695		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207011155	Surrey Hills (West) - Canterbury	A	Annual	2016	2016	16909		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207021156	Bulleen	A	Annual	2016	2016	11686		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207021157	Doncaster	A	Annual	2016	2016	20957		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207021158	Doncaster East	A	Annual	2016	2016	29758		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207021159	Templestowe	A	Annual	2016	2016	17356		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207021160	Templestowe Lower	A	Annual	2016	2016	14254		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207031161	Blackburn	A	Annual	2016	2016	21910		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207031162	Blackburn South	A	Annual	2016	2016	11380		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207031163	Box Hill	A	Annual	2016	2016	20508		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207031164	Box Hill North	A	Annual	2016	2016	18323		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207031165	Burwood	A	Annual	2016	2016	12507		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207031166	Burwood East	A	Annual	2016	2016	10783		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	207031167	Surrey Hills (East) - Mont Albert	A	Annual	2016	2016	10461		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208011168	Beaumaris	A	Annual	2016	2016	14018		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208011169	Brighton (Vic.)	A	Annual	2016	2016	24113		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208011170	Brighton East	A	Annual	2016	2016	17062		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208011171	Cheltenham - Highett (West)	A	Annual	2016	2016	11636		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208011172	Hampton	A	Annual	2016	2016	18799		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208011173	Sandringham - Black Rock	A	Annual	2016	2016	17254		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208021174	Bentleigh - McKinnon	A	Annual	2016	2016	23531		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208021175	Bentleigh East	A	Annual	2016	2016	29798		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208021176	Carnegie	A	Annual	2016	2016	18846		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208021177	Caulfield - North	A	Annual	2016	2016	22486		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208021178	Caulfield - South	A	Annual	2016	2016	18519		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208021179	Elsternwick	A	Annual	2016	2016	12030		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208021180	Hughesdale	A	Annual	2016	2016	8002		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208021181	Murrumbeena	A	Annual	2016	2016	9708		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208021182	Ormond - Glen Huntly	A	Annual	2016	2016	13928		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208031183	Aspendale Gardens - Waterways	A	Annual	2016	2016	9516		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208031184	Braeside	A	Annual	2016	2016	20		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208031185	Carrum - Patterson Lakes	A	Annual	2016	2016	11837		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208031186	Chelsea - Bonbeach	A	Annual	2016	2016	14602		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208031187	Chelsea Heights	A	Annual	2016	2016	5503		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208031188	Cheltenham - Highett (East)	A	Annual	2016	2016	23075		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208031189	Edithvale - Aspendale	A	Annual	2016	2016	13302		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208031190	Mentone	A	Annual	2016	2016	13555		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208031191	Moorabbin - Heatherton	A	Annual	2016	2016	9110		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208031192	Moorabbin Airport	A	Annual	2016	2016	0		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208031193	Mordialloc - Parkdale	A	Annual	2016	2016	20526		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208041194	Malvern - Glen Iris	A	Annual	2016	2016	21435		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	208041195	Malvern East	A	Annual	2016	2016	22235		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	209011196	Bundoora - East	A	Annual	2016	2016	10040		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	209011197	Greensborough	A	Annual	2016	2016	21230		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	209011198	Heidelberg - Rosanna	A	Annual	2016	2016	15410		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	209011199	Heidelberg West	A	Annual	2016	2016	15283		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	209011200	Ivanhoe	A	Annual	2016	2016	12263		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	209011201	Ivanhoe East - Eaglemont	A	Annual	2016	2016	8425		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	209011202	Montmorency - Briar Hill	A	Annual	2016	2016	16684		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	209011203	Viewbank - Yallambie	A	Annual	2016	2016	19000		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	209011204	Watsonia	A	Annual	2016	2016	9456		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	209021205	Kingsbury	A	Annual	2016	2016	11558		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	209021206	Preston	A	Annual	2016	2016	34241		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	209021207	Reservoir - East	A	Annual	2016	2016	27761		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	209021208	Reservoir - West	A	Annual	2016	2016	24954		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	209031209	Eltham	A	Annual	2016	2016	23643		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	209031210	Hurstbridge	A	Annual	2016	2016	3629		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	209031211	Kinglake	A	Annual	2016	2016	3948		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	209031212	Panton Hill - St Andrews	A	Annual	2016	2016	5272		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	209031213	Plenty - Yarrambat	A	Annual	2016	2016	9647		
ERP	Estimated Resident Population	SA2	Statistical Area Level 2	209031214	Research - North Warrandyte	A	Annual	2016	2016	6902		
